"index","fileName","status","acceptedAs","candidateCount","reason"
"34","348644193_2175075552679395_3618681887782612611_n_103959041064c21903bdee7-1024x1024.jpg","pass","positive","5","candidate count matches all visible nails; high-resolution overlay visually reviewed"
"35","348727405_619879160089485_4861463540350829565_n_23718304664c225fec9a52-819x1024.jpg","pass","positive","8","v3 candidate covers all visible nail plates without obvious background contamination; high-resolution contact sheet visually reviewed"
"36","349480885_1649524872217500_7189329909082553793_n_68025889064c1fedab6f13-819x1024.jpg","drop","excluded","2","source rejected: secondary hand nail plates are defocused and incomplete"
"37","check-french.394801100dmo_191651365069783312aaa3d.jpg","drop","excluded","6","source rejected: both thumb nail plates are cropped by the image boundary"
"38","deerplanet.tw_120516149_3861436280551785_3364750311768836175_n_100294165160decbac6b4fa-1024x1024.jpg","pass","positive","9","candidate count matches all visible nails; high-resolution overlay visually reviewed"
"39","deerplanet.tw_121264425_837994320073719_5475674184564050761_n_126648212060de9344a9b80.jpg","pass","positive","7","candidate count matches all visible nails; high-resolution overlay visually reviewed"
"40","deerplanet.tw_145086907_2510572082582724_2097671085045523348_n_141663314260de933ec1057.jpg","rework","pending","7","manual polygon completion or correction required"
"41","deerplanet.tw_155353151_122258159900330_1666666284421481962_n_116766677460de933c27167.jpg","rework","pending","11","manual polygon completion or correction required"
"42","deerplanet.tw_175700750_1444053485937863_2401750176912024858_n_34742466160de9338f2c94.jpg","rework","pending","11","manual polygon completion or correction required"
"43","deerplanet.tw_188633747_249473336958765_5048620885585747592_n_148810791860de93366d616.jpg","pass","positive","6","candidate count matches all visible nails; high-resolution overlay visually reviewed"
"44","deerplanet.tw_189738136_817755759122324_6566260232266868061_n_196209916560de93328e40c.jpg","rework","pending","7","manual polygon completion or correction required"
"45","deerplanet.tw_193141622_4041042375983974_8169574045117868081_n_83576624060de933404296.jpg","pass","positive","6","v3 candidate covers all visible nail plates without obvious background contamination; high-resolution contact sheet visually reviewed"
"46","deerplanet.tw_194405064_380192613403897_7538444306174078788_n_62056844960de9335333e0.jpg","rework","pending","5","manual polygon completion or correction required"
"47","deerplanet.tw_67534239_509480953151105_1912938229533455502_n_12200508160de934620f58.jpg","pass","positive","10","candidate count matches all visible nails; high-resolution overlay visually reviewed"
"48","deerplanet.tw_67965397_392252228130536_2305852547117550506_n_50252508860de934346d02.jpg","rework","pending","4","manual polygon completion or correction required"
"49","deerplanet.tw_69438827_1705740922904042_1070497742504474766_n_197278036860de93401f961.jpg","pass","positive","6","v3 candidate covers all visible nail plates without obvious background contamination; high-resolution contact sheet visually reviewed"
"50","deerplanet.tw_69616773_1133280020191627_7833073563596645692_n_23959908860de933d58d79.jpg","pass","positive","10","candidate count matches all visible nails; high-resolution overlay visually reviewed"
"51","deerplanet.tw_72875584_557382935096038_6869937692326043889_n_107076907060de933aa2880.jpg","pass","positive","7","v3 high-recall conf20 candidate covers all visible nail plates without obvious background contamination; high-resolution contact sheet visually reviewed"
"52","deerplanet.tw_80441241_283571195937465_2075133321636690776_n_187059896560decbe6ed938-1024x1024.jpg","pass","positive","7","candidate count matches all visible nails; high-resolution overlay visually reviewed"
"53","deerplanet.tw_82778324_176408020395925_3616137926562357514_n_174093562460de9337b071c.jpg","pass","positive","7","candidate count matches all visible nails; high-resolution overlay visually reviewed"
"54","deerplanet.tw_90422165_852882571848901_8175916871923346823_n_11151915060de932c92e00.jpg","pass","positive","10","candidate count matches visible nails; high-resolution overlay visually reviewed"
"55","deerplanet.tw_90766748_1085501555159202_7913870109098411378_n_185048533760de932b1d16b.jpg","pass","positive","9","candidate count matches all visible nails; high-resolution overlay visually reviewed"
"56","deerplanet.tw_95188606_665072584226567_8498580710747686036_n_145225825760de93479e877.jpg","pass","positive","8","candidate count matches all visible nails; high-resolution overlay visually reviewed"
"57","img_1196_113791062564cf426a0a07b-814x1024.jpg","pass","positive","5","v3 candidate covers all visible nail plates without obvious background contamination; high-resolution contact sheet visually reviewed"
"58","more_-2021-07-28-1.45.16_9297783936100f8e1838fb-756x1024.jpg","pass","positive","4","candidate count matches all visible nails; high-resolution overlay visually reviewed"
"59","more_-2021-07-28-3.40.35_71375674261010cdb4f881.jpg","pass","positive","4","candidate count matches visible nails; high-resolution overlay visually reviewed"
"60","more_-2021-07-28-3.40.42_84368137561010ce299910.jpg","pass","positive","4","v6 conf20 candidate covers all 4 visible nail plates without duplicate or background contamination; high-resolution overlay reviewed"
"61","more_-2021-07-28-3.40.50_29966733461010ce78c55e.jpg","pass","positive","2","candidate count matches all visible nails; high-resolution overlay visually reviewed"
"62","more_-2021-07-28-3.55.58_180943230761010ea04553d.jpg","pass","positive","5","candidate count matches visible nails; high-resolution overlay visually reviewed"
"63","more_-2021-07-28-4.07.07_1465484512610110edbd5e1-752x1024.jpg","pass","positive","1","candidate count matches all visible nails; high-resolution overlay visually reviewed"
"64","more_-2021-07-28-4.13.16_1647649788610112a3bcc84.jpg","pass","positive","9","v6 conf20 candidate covers all 9 visible nail plates across the composite without duplicate or background contamination; high-resolution overlay reviewed"
"65","more_-2021-07-28-4.13.29_1179122534610112ae7200d.jpg","pass","positive","6","candidate count matches all visible nails; high-resolution overlay visually reviewed"
"66","more_-2021-07-28-4.20.28_2060593474610113e89beef.jpg","pass","positive","4","candidate count matches visible nails; high-resolution overlay visually reviewed"
"67","more_-2021-07-28-4.20.38_1655999097610113f093c6a.jpg","pass","positive","4","cross-resolution consensus covers all 4 visible nail plates without contamination; original-resolution overlay visually reviewed"
"68","more_-2021-07-28-4.20.43_848623705610114038884a.jpg","pass","positive","2","candidate count matches all visible nails; high-resolution overlay visually reviewed"
"69","more_-2021-07-28-4.42.39_163325967361011922b9577.jpg","pass","negative","0","detached nail-tip display; retained as hard negative for hand-conditioned segmentation"
"70","more_-2021-07-28-4.49.42_205237935261011a56521d7.jpg","pass","positive","6","v3 candidate covers all visible nail plates without obvious background contamination; high-resolution contact sheet visually reviewed"
"71","more_-2021-07-28-5.14.07_1174265329610120d2f31a9.jpg","pass","positive","3","candidate count matches all visible nails; high-resolution overlay visually reviewed"
"72","more_-2021-07-28-5.14.18_1163987480610120c30016c.jpg","pass","positive","1","SAM2 tight-box mask covers the complete visible single nail without obvious skin or background contamination; original-resolution overlay reviewed"
"73","more_-2021-07-28-5.15.46_904469491610120cb2f987.jpg","pass","positive","4","v3 candidate covers all visible nail plates without obvious background contamination; high-resolution contact sheet visually reviewed"
"74","more_more_-2021-07-28-4.34.07_1397983440610117b6aa2a3.jpg","pass","positive","4","candidate count matches all visible nails; high-resolution overlay visually reviewed"
"75","red-brown-design-by-runa.nail__-reservationhot-pepper-beauty-tel-line-03-3797-1466-1_9347424286978326af1db0.jpg","pass","positive","8","candidate count matches all visible nails; high-resolution overlay visually reviewed"
"76","v2-089904147b281e84f4c780e45bd7c1bc_1440w.jpg","pass","positive","5","candidate count matches visible nails; high-resolution overlay visually reviewed"
"77","v2-09b8a37b744148207318820cb55f8927_1440w.jpg","pass","positive","3","v6 conf20 candidate covers all 3 visible nail plates; high-resolution overlay reviewed"
"78","v2-0f9ee0b067f9b89e2f621a9122daeea7_1440w.jpg","pass","positive","5","candidate count matches all visible nails; high-resolution overlay visually reviewed"
"79","v2-1b1a4ea6882d93553824910f95c98866_1440w.jpg","pass","positive","8","candidate count matches all visible nails; high-resolution overlay visually reviewed"
"80","v2-2226311c57264c2b44fa51cd42154fbb_1440w.jpg","rework","pending","3","manual polygon completion or correction required"
"81","v2-2bbfc64e94c1a530e12028f5db016095_1440w.jpg","drop","excluded","0","right-edge nail is cropped by the source frame; excluded under the complete-nail source gate"
"82","v2-3deba3824ab2a3c0d8fefd730fad7985_1440w.jpg","pass","positive","5","v3 candidate covers all visible nail plates without obvious background contamination; high-resolution contact sheet visually reviewed"
"83","v2-529e165c7654f49864fb8fbe53e966d4_1440w.jpg","pass","positive","8","candidate count matches visible nails; high-resolution overlay visually reviewed"
"84","v2-64d55b3729ab547895c8ae0f962199fe_1440w.jpg","rework","pending","2","manual polygon completion or correction required"
"85","v2-6fbe233d3e0d34a1ba9176e115a37d49_1440w.jpg","pass","positive","5","candidate count matches visible nails; high-resolution overlay visually reviewed"
"86","v2-767de742f14a76d442326db78f7327b7_1440w.jpg","rework","pending","3","visual audit rejected easy candidate: false positive or missing visible nails"
"87","v2-85e92d52cbef7078fe5e0feb1f232304_1440w.jpg","pass","positive","5","v3 candidate covers all visible nail plates without obvious background contamination; high-resolution contact sheet visually reviewed"
"88","v2-86e189d04394c241ff4e93469c448ae1_1440w.jpg","pass","positive","5","candidate count matches all visible nails; high-resolution overlay visually reviewed"
"89","v2-87e0ff126f120af17994c4dcb9ec113d_1440w.jpg","pass","positive","5","v3 high-recall conf20 candidate covers all visible nail plates without obvious background contamination; high-resolution contact sheet visually reviewed"
"90","v2-b480049f4b582d77485bd95460388d10_1440w.jpg","rework","pending","0","manual polygon completion or correction required"
"91","v2-b4a1a8f59b4be8fbca507be6b663356e_1440w.jpg","pass","positive","5","candidate count matches visible nails; high-resolution overlay visually reviewed"
"92","v2-ba527be95ab9f8760f964e47d211fac4_1440w.jpg","rework","pending","0","manual polygon completion or correction required"
"93","v2-cc71a9ff705f3dbee79156dfb2c1d2d1_1440w.jpg","pass","positive","4","v6 conf20 candidate covers all 4 visible nail plates without duplicate or background contamination; high-resolution overlay reviewed"
"94","v2-cd78b252e7cb51feed2479810eef6d3c_1440w.jpg","pass","positive","4","v3 high-recall conf20 candidate covers all visible nail plates without obvious background contamination; high-resolution contact sheet visually reviewed"
"95","v2-cfcdea5c7f3b1108c1e79ea522cb873b_1440w.jpg","pass","positive","5","candidate count matches visible nails; high-resolution overlay visually reviewed"
"96","⋆˚波点美甲🐾⸝⸝꙳˙⋆._10_鱿鱼大王是也_来自小红书网页版.jpg","rework","pending","5","manual polygon completion or correction required"
"97","⋆˚波点美甲🐾⸝⸝꙳˙⋆._2_鱿鱼大王是也_来自小红书网页版.jpg","rework","pending","0","manual polygon completion or correction required"
"98","⋆˚波点美甲🐾⸝⸝꙳˙⋆._3_鱿鱼大王是也_来自小红书网页版.jpg","rework","pending","3","manual polygon completion or correction required"
"99","⋆˚波点美甲🐾⸝⸝꙳˙⋆._4_鱿鱼大王是也_来自小红书网页版.jpg","rework","pending","10","manual polygon completion or correction required"
"100","⋆˚波点美甲🐾⸝⸝꙳˙⋆._5_鱿鱼大王是也_来自小红书网页版.jpg","rework","pending","6","manual polygon completion or correction required"
"101","⋆˚波点美甲🐾⸝⸝꙳˙⋆._6_鱿鱼大王是也_来自小红书网页版.jpg","rework","pending","6","manual polygon completion or correction required"
"102","⋆˚波点美甲🐾⸝⸝꙳˙⋆._7_鱿鱼大王是也_来自小红书网页版.jpg","rework","pending","0","manual polygon completion or correction required"
"103","⋆˚波点美甲🐾⸝⸝꙳˙⋆._8_鱿鱼大王是也_来自小红书网页版.jpg","rework","pending","2","manual polygon completion or correction required"
"104","⋆˚波点美甲🐾⸝⸝꙳˙⋆._9_鱿鱼大王是也_来自小红书网页版.jpg","rework","pending","4","manual polygon completion or correction required"
"105","✨Mark｜自存一些超漂亮的短款美甲_10_炸弹小猫_来自小红书网页版.jpg","rework","pending","5","manual polygon completion or correction required"
"106","✨Mark｜自存一些超漂亮的短款美甲_2_炸弹小猫_来自小红书网页版.jpg","rework","pending","1","manual polygon completion or correction required"
"107","✨Mark｜自存一些超漂亮的短款美甲_3_炸弹小猫_来自小红书网页版.jpg","rework","pending","4","manual polygon completion or correction required"
"108","✨Mark｜自存一些超漂亮的短款美甲_4_炸弹小猫_来自小红书网页版.jpg","rework","pending","8","manual polygon completion or correction required"
"109","✨Mark｜自存一些超漂亮的短款美甲_5_炸弹小猫_来自小红书网页版.jpg","rework","pending","6","manual polygon completion or correction required"
"110","✨Mark｜自存一些超漂亮的短款美甲_6_炸弹小猫_来自小红书网页版.jpg","rework","pending","9","manual polygon completion or correction required"
"111","✨Mark｜自存一些超漂亮的短款美甲_7_炸弹小猫_来自小红书网页版.jpg","rework","pending","7","manual polygon completion or correction required"
"112","✨Mark｜自存一些超漂亮的短款美甲_8_炸弹小猫_来自小红书网页版.jpg","rework","pending","8","manual polygon completion or correction required"
"113","✨Mark｜自存一些超漂亮的短款美甲_9_炸弹小猫_来自小红书网页版.jpg","rework","pending","6","manual polygon completion or correction required"
